Year,S.No,STATE,DISTRICT,RR_C,RR_C_NC,RR_PQ,RR_Tot,TGA_C,TGA_C_NC,TGA_PQ,TGA_Tot,TGA,TGA_Tot,GWR_RR_C,GWR_RR_C_NC,GWR_RR_PQ,GWR_RR_Tot,GWR_CI_C,GWR_CI_C_NC,GWR_CI_PQ,GWR_CI_Tot,GWR_SWI_IRR_C,GWR_SWI_IRR_C_NC,GWR_SWI_IRR_PQ,GWR_SWI_IRR_Tot,GWR_GWI_IRR_C,GWR_GWI_IRR_C_NC,GWR_GWI_IRR_PQ,GWR_GWI_IRR_Tot,GWR_TP_C,GWR_TP_C_NC,GWR_TP_PQ,GWR_TP_Tot,GWR_WCS_C,GWR_WCS_C_NC,GWR_WCS_PQ,GWR_WCS_Tot,GWR_PL_C,GWR_PL_C_NC,GWR_PL_PQ,GWR_PL_Tot,GWR_SF_C,GWR_SF_C_NC,GWR_SF_PQ,GWR_SF_Tot,GWR_C,GWR_C_NC,GWR_PQ,GWR_Tot,IFO_BF_C,IFO_BF_C_NC,IFO_BF_PQ,IFO_BF_Tot,IFO_SR_C,IFO_SR_C_NC,IFO_SR_PQ,IFO_SR_Tot,IFO_LF_C,IFO_LF_C_NC,IFO_LF_PQ,IFO_LF_Tot,IFO_VF_C,IFO_VF_C_NC,IFO_VF_PQ,IFO_VF_Tot,IFO_EV_C,IFO_EV_C_NC,IFO_EV_PQ,IFO_EV_Tot,IFO_TR_C,IFO_TR_C_NC,IFO_TR_PQ,IFO_TR_Tot,IFO_ET_C,IFO_ET_C_NC,IFO_ET_PQ,IFO_ET_Tot,IFO_C,IFO_C_NC,IFO_PQ,IFO_Tot,AGR_C,AGR_C_NC,AGR_PQ,AGR_Tot,EFR_C,EFR_C_NC,EFR_PQ,EFR_Tot,AER_C,AER_C_NC,AER_PQ,AER_Tot,GWE_DOM_C,GWE_DOM_C_NC,GWE_DOM_PQ,GWE_DOM_Tot,GWE_IND_C,GWE_IND_C_NC,GWE_IND_PQ,GWE_IND_Tot,GWE_IRR_C,GWE_IRR_C_NC,GWE_IRR_PQ,GWE_IRR_Tot,GWE_C,GWE_C_NC,GWE_PQ,GWE_Tot,GWE_C,GWE_C_NC,GWE_PQ,GWE_Tot,DOM_DOM_C,DOM_DOM_C_NC,DOM_DOM_PQ,DOM_DOM_Tot,NAG_C,NAG_C_NC,NAG_PQ,NAG_Tot,QT_MP_C,QT_MP_C_NC,QT_MP_PQ,QT_OP_C,QT_OP_C_NC,QT_OP_PQ,APR_WL,APR_FP,APR_SD,CSA_C,CSA_C_NC,CSA_PQ,CSA_Tot,UCA_FR,UCA_SL,UCA_FR,UCA_SL,CFA_FR,CFA_SL,CFA_FR,CFA_SL,CFA_FR,CFA_SL,CFA_FR,CFA_SL,CFA_FR,CFA_SL,CFA_FR,CFA_SL,TGAH_FR,TGAH_SL
2019-2020,11,ANDHRA PRADESH,Sri Potti Sriramulu Nellore,1083.25805008935,1067.48640485089,1202.74876033058,1071.79119035643,338350.363750327,908641.763592583,242.0,1247234.12734291,60371.0,1307605.12734291,34341.9,86439.12,36.68,120817.7,2455.4,,,2455.4,112086.42,5603.06,0.0,117689.48,9449.16,13824.48,0.0,23273.64,6307.12,14525.73,9223.96,30056.81,6664.364,23931.204,19.974,30615.542,,,,,,,,,171304.49,144323.75,9280.62,324908.86,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,171304.49,144323.75,9280.62,324908.86,8565.27,7216.39,464.01,16245.69,162739.22,137107.36,8816.61,308663.19,1670.7565599,3117.1004742,0.0,4787.8570341,694.98,1087.02,0.0,1782.0,34342.733,58434.155,0.0,92776.888,36708.26,62637.57,0.0,99345.83,22.556492528353,45.6850529395359,0.0,33.1322204842223,3166.25,5616.02,0.0,8782.27,125248.91,77143.08,8816.61,202391.99,,,,,,,,,,,,,,0.0,0.0,299846.58,8816.61,0.0,,0.0,,0.0,,,,,,,,299846.58,8816.61
2019-2020,12,ANDHRA PRADESH,Srikakulam,1106.66721554142,1150.47752197593,0.0,1138.88063215034,147271.0,409084.0,0.0,556355.0,27584.0,583939.0,13888.39,39742.84,0.0,53631.23,14445.01,,1150.35,15595.36,21537.02,3724.17,0.0,25261.19,1479.9,1867.81,0.0,3347.71,4051.98,8131.84,0.0,12183.83,2784.468,16542.878,0.0,19327.346,,,,,,,,,58186.8,70009.54,1150.35,129346.69,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,58186.8,70009.54,1150.35,129346.69,2909.5,3500.76,57.52,6467.71,55277.3,66508.78,1092.83,122878.91,2425.5347472,6355.7374983,,8781.2722455,12.96,407.952,,420.912,6868.778,12689.25065,,19558.02865,9307.41,19452.84,,28760.25,16.8376711597708,29.248529291922,,23.6153836300503,3554.27,13262.71,0.0,16816.98,46087.02,46439.55,1092.83,92526.57,,,,,,,,,,,,,,0.0,0.0,121786.08,1092.83,0.0,,0.0,,0.0,,,,,,,,121786.08,1092.83
2019-2020,13,ANDHRA PRADESH,Visakhapatnam,1192.90637868697,1210.44381068034,0.0,1209.02181826113,52550.0,595549.131055425,0.0,648099.131055425,456963.20353,1105062.33458543,6518.0,67276.89,0.0,73794.89,556.86,,15.18,572.04,15765.51,849.0,0.0,16614.51,389.67,1733.14,0.0,2122.81,262.73,2103.93,0.0,2366.66,256.668,3195.888,0.0,3452.556,,,,,,,,,23749.47,75158.25,15.18,98922.9,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,23749.47,75158.25,15.18,98922.9,1187.74,3758.44,0.76,4946.92,22561.73,71399.81,14.42,93975.96,1262.6031483,14642.28148085,,15904.88462915,31.896,464.7954,,496.6914,1480.9517106,7698.54,,9179.4917106,2775.41,22804.99,,25580.4,12.3014059648795,31.9398468987523,,27.2243302951399,1300.82,15355.01,0.0,16655.83,19834.61,49910.62,14.42,69745.23,,,,,,,,,,,,,,2351207.37,0.0,2445168.87,14.42,0.0,,0.0,,0.0,,,,,,,,2445168.87,14.42
2019-2020,14,ANDHRA PRADESH,Vizianagaram,1129.88491998018,1131.62524844687,0.0,1131.22958272181,139444.10724,473898.25215,0.0,613342.35939,38203.36902,651545.72841,13318.2,46982.48,0.0,60300.68,1786.78,,0.0,1786.78,14272.83,23546.2,0.0,37819.03,2443.84,7790.35,0.0,10234.2,72941.25,21661.22,0.0,94602.47,3712.288,17180.032,0.0,20892.32,,,,,,,,,108475.16,117160.51,0.0,225635.67,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,108475.16,117160.51,0.0,225635.67,5424.15,5858.49,0.0,11282.52,103051.01,111302.02,0.0,214353.03,348.138,1378.08,,1726.218,103.68,116.64,,220.32,9889.5218,30886.2209572,,40775.7427572,10341.35,32380.26,,42721.61,10.0351757833329,29.0922482808488,,19.9304903690888,1500.78,3939.72,0.0,5440.5,92121.73,78213.46,0.0,170335.19,,,,,,,,,,,,,,0.0,0.0,214353.03,0.0,0.0,,0.0,,0.0,,,,,,,,214353.03,0.0
2019-2020,15,ANDHRA PRADESH,West Godavari,739.417881700981,1011.23627542756,695.698808371362,899.449054591491,148422.42,523083.451,170413.69,841919.561,8748.889,850668.45,14402.56,53989.4,15730.65,84122.61,7585.02,,2695.56,10280.58,66354.78,0.0,75471.92,141826.7,696.49,7028.29,28.9,7753.68,2290.7,26590.32,0.0,28881.02,336.304,1142.31,0.0,1478.614,,,,,,,,,91665.87,88754.17,93927.03,274347.07,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,91665.87,88754.17,93927.03,274347.07,4583.21,4434.2,4696.44,13713.81,87082.66,84319.97,89230.59,260633.22,913.1206845,3542.903022,259.515,4715.5387065,151.2,230.04,157.32,538.56,6041.985,37902.0525,818.78,44762.8175,7105.98,41675.04,1234.85,50016.0,8.16004012739161,49.4248752697611,1.38388640039251,28.4599775394345,1532.38,4703.54,0.0,6494.29,79533.2,43729.62,88274.9,123262.82,,,,,,,,,,,,,,0.0,0.0,171402.63,89230.59,0.0,,0.0,,0.0,,,,,,,,171402.63,89230.59
2019-2020,16,ANDHRA PRADESH,Y.S.R Kadapa,692.159713639937,709.717245686843,0.0,699.421872906078,714974.0,504329.0,0.0,1219303.0,315697.0,1535000.0,49811.02,34056.6,0.0,83867.62,37.01,,,37.01,0.0,0.0,0.0,0.0,5214.08,4795.03,0.0,10009.11,2670.41,2092.79,0.0,4763.2,10003.212,7031.388,0.0,17034.6,,,,,,,,,67735.69,47975.86,0.0,115711.55,,,,,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,0.0,67735.69,47975.86,0.0,115711.55,3386.94,2398.72,0.0,5785.62,64348.75,45577.14,0.0,109925.89,1710.7172,2594.5822,,4305.2994,287.352,96.84,,384.192,27255.623,26882.26135,,54137.88435,29253.31,29573.63,,58826.94,45.4605722721887,64.8869806223032,,53.515090939905,1710.66,2594.64,0.0,4305.3,40351.56,24437.5,0.0,64789.06,,,,,,,,,,,,,,8939599.18,0.0,9049525.04,0.0,0.0,,0.0,,0.0,,,,,,,,9049525.04,0.0
2019-2020,17,ARUNACHAL PRADESH,ANJAW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619000.0,619000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
2019-2020,18,ARUNACHAL PRADESH,CHANGLANG,0.0,2599.5,0.0,2599.5,0.0,53000.0,0.0,53000.0,413200.0,466200.0,0.0,24248.14,0.0,24248.14,0.0,,0.0,0.0,0.0,1093.46,0.0,1093.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,25341.6,0.0,25341.6,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1417.66,0.0,1417.66,0.0,0.0,0.0,0.0,0.0,-1417.66,0.0,-1417.66,0.0,23923.94,0.0,23923.94,0.0,2534.17,0.0,2534.17,0.0,21389.77,0.0,21389.77,,185.313852306,,185.313852306,,0.0,,0.0,,0.0,,0.0,,185.31,,185.31,,0.866348726517396,,0.866348726517396,0.0,205.88,0.0,205.88,0.0,21183.89,0.0,21183.89,0.0,0.0,0.0,[],[],[],13761.2,0.0,0.0,,,,,1891160.84,0.0,1912550.61,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,1912550.61,0.0
2019-2020,19,ARUNACHAL PRADESH,DIBANG VALLEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912900.0,912900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
2019-2020,20,ARUNACHAL PRADESH,EAST KAMENG,0.0,2136.1,0.0,2136.1,0.0,31250.0,0.0,31250.0,382150.0,413400.0,0.0,11748.55,0.0,11748.55,0.0,,0.0,0.0,0.0,480.0,0.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,12228.55,0.0,12228.55,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12228.55,0.0,12228.55,0.0,1222.86,0.0,1222.86,0.0,11005.69,0.0,11005.69,,28.350482283,,28.350482283,,0.0,,0.0,,0.0,,0.0,,28.35,,28.35,,0.257594026362727,,0.257594026362727,0.0,35.68,0.0,35.68,0.0,10970.01,0.0,10970.01,0.0,0.0,0.0,[],[],[],0.0,0.0,0.0,,,,,0.0,0.0,11005.69,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,11005.69,0.0
2019-2020,21,ARUNACHAL PRADESH,EAST SIANG,0.0,4418.8,0.0,4418.8,0.0,110100.0,0.0,110100.0,250200.0,360300.0,0.0,76592.66,0.0,76592.66,0.0,,0.0,0.0,0.0,1822.7,0.0,1822.7,0.0,91.44,0.0,91.44,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,78506.8,0.0,78506.8,,,,,,,,,,,,0.0,,,,0.0,0.0,11.93,0.0,11.93,0.0,578.23,0.0,578.23,0.0,0.0,0.0,0.0,0.0,-590.16,0.0,-590.16,0.0,77916.64,0.0,77916.64,0.0,3925.34,0.0,3925.34,0.0,73991.3,0.0,73991.3,,68.2405752,,68.2405752,,1.0368,,1.0368,,253.09,,253.09,,322.37,,322.37,,0.435686357720435,,0.435686357720435,0.0,73.76,0.0,73.76,0.0,73663.41,0.0,73663.41,0.0,0.0,0.0,[],[],[],2494.688,0.0,0.0,,,,,3867671.63,0.0,3941662.93,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,3941662.93,0.0
2019-2020,22,ARUNACHAL PRADESH,KURUNG KUMEY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604000.0,604000.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,0.0
